RefSeq IDs	Approved symbol
	SMG1P3
	SMG1P4
	SMG1P5
	SMG1P6
	SMG1P7
NM_015327	SMG5
	SMG6
	SMG6-AS1
	SMG6-IT1
NM_014837	SMG7
NR_040063	SMG7-AS1
NM_018149	SMG8
NM_019108	SMG9
NR_131202	SMILR
NM_001163724	SMIM1
	SMIM2
	SMIM2-AS1
	SMIM2-IT1
NM_032947	SMIM3
NM_001162995	SMIM5
NM_024104	SMIM7
NG_030137	SMIM7P1
NM_020425	SMIM8
NM_001162936	SMIM9
NM_001163438	SMIM10
NM_001271592	SMIM10L1
	SMIM10L2A
	SMIM10L2B
	SMIM10L2B-AS1
	SMIM10L3
NM_058182	SMIM11
	SMIM11B
NG_012759	SMIM11P1
	SMIM11P2
NM_138428	SMIM12
	SMIM12-AS1
	SMIM12P1
NM_001135575	SMIM13
NM_174921	SMIM14
	SMIM14-DT
NM_001048249	SMIM15
NR_109908	SMIM15-AS1
	SMIM15P1
	SMIM15P2
NM_001193628	SMIM17
NM_001206847	SMIM18
NM_138436	SMIM19
NM_001145432	SMIM20
	SMIM20-AS1
NM_001037331	SMIM21
NM_001253790	SMIM22
	SMIM23
NM_001136503	SMIM24
NM_001348957	SMIM26
	SMIM28
	SMIM29
	SMIM29-AS1
NM_001352687	SMIM30
	SMIM31
NM_001350994	SMIM32
	SMIM33
	SMIM34
	SMIM34B
NM_001354434	SMIM35
	SMIM36
	SMIM38
	SMIM39
	SMIM40
	SMIM41
	SMIM41-AS1
	SMIM42
NM_001384332	SMIM43
NM_001395954	SMIM44
NM_001395940	SMIM45
	SMIM46
NM_001384597	SMIM47
NM_001162371	SMIM48
NM_001195243	SMKR1
	SML1
NM_001195597	SMLR1
NM_000344	SMN1
	SMN1-AS1
NM_017411	SMN2
	SMN2-AS1
NM_005871	SMNDC1
NM_005631	SMO
	SMOC1
	SMOC2
NM_175842	SMOX
NM_000543	SMPD1
	SMPD2
NM_018667	SMPD3
NM_017751	SMPD4
NR_026922	SMPD4BP
NG_028286	SMPD4P1
NG_011395	SMPD4P2
NR_158554	SMPD5
NM_006714	SMPDL3A
NM_014474	SMPDL3B
NM_014332	SMPX
NM_012390	SMR3A
	SMR3A-AS1
NM_006685	SMR3B
NM_004595	SMS
NG_026691	SMSP1
NM_134270	SMTN
NM_001105565	SMTNL1
NM_198501	SMTNL2
NM_018225	SMU1
NG_001588	SMU1P1
NM_014311	SMUG1
	SMUG1-AS1
	SMUG1P1
NM_020429	SMURF1
NM_022739	SMURF2
	SMURF2P1
NM_001330364	SMYD1
NM_020197	SMYD2
NM_022743	SMYD3
	SMYD3-AS1
	SMYD3-IT1
NM_052928	SMYD4
NM_006062	SMYD5
	SNAI1
NG_000884	SNAI1P1
NM_003068	SNAI2
	SNAI3
	SNAI3-AS1
	SNAP
NM_003825	SNAP23
NG_033168	SNAP23P1
NM_130811	SNAP25
NR_040710	SNAP25-AS1
NM_004782	SNAP29
NM_053052	SNAP47
	SNAP47-AS1
	SNAP91
NM_003082	SNAPC1
NM_003083	SNAPC2
NM_001039697	SNAPC3
NM_003086	SNAPC4
	SNAPC5
	SNAPC5P1
NM_012437	SNAPIN
NR_004435	SNAR-A1
NR_004436	SNAR-A2
NR_024214	SNAR-A3
NR_024215	SNAR-A4
NR_024223	SNAR-A5
NR_024227	SNAR-A6
NR_024224	SNAR-A7
NR_024228	SNAR-A8
NR_024226	SNAR-A9
NR_024229	SNAR-A10
NR_024225	SNAR-A11
NR_004437	SNAR-A12
NR_024216	SNAR-A13
NR_024242	SNAR-A14
NR_024231	SNAR-B1
NR_024230	SNAR-B2
NR_024220	SNAR-C1
NR_024217	SNAR-C2
NR_024221	SNAR-C3
NR_024218	SNAR-C4
NR_024219	SNAR-C5
NR_024243	SNAR-D
NR_024258	SNAR-E
NR_004384	SNAR-F
NR_004383	SNAR-G1
NR_024244	SNAR-G2
NR_024342	SNAR-H
NR_024343	SNAR-I
	SNAX1
	SNCA
	SNCA-AS1
	SNCAIP
	SNCAIP-AS1
	SNCAIP-AS2
	SNCAIP-AS3
	SNCAIP-AS4
NM_001001502	SNCB
	SNCG
NM_014390	SND1
	SND1-DT
NR_027330	SND1-IT1
NM_001080437	SNED1
	SNED1-AS1
	SNF2L1
	SNF2L2
	SNF2L3
	SNF2L4
	SNF5L1
NM_007241	SNF8
NG_021553	SNF8P1
NR_003098	SNHG1
NR_002909.1	SNHG3
NR_003141	SNHG4
NR_003038	SNHG5
NR_002599	SNHG6
NR_003672	SNHG7
NR_003584	SNHG8
NR_003142	SNHG9
NR_001459	SNHG10
NR_003239	SNHG11
NR_024127	SNHG12
NR_146177	SNHG14
NR_003697	SNHG15
NR_038108	SNHG16
NR_015366	SNHG17
NR_045196	SNHG18
	SNHG19
NR_027058	SNHG20
NR_110096	SNHG21
NR_117096	SNHG22
	SNHG23
	SNHG24
NR_132278	SNHG25
NR_146320	SNHG26
	SNHG27
NR_147122	SNHG28
NR_027160	SNHG29
NR_135479	SNHG30
NR_110292	SNHG31
NR_160945	SNHG32
NR_038301	SNHG33
NM_024700	SNIP1
NM_003498	SNN
NR_003026	SNORA1
NR_145767	SNORA1B
NR_002950	SNORA2A
NR_002951	SNORA2B
NR_002968	SNORA2C
NR_002580	SNORA3A
NR_002977	SNORA3B
NR_145775	SNORA3C
NR_002588	SNORA4
NR_002919	SNORA5A
NR_002990	SNORA5B
NR_002991	SNORA5C
NR_002325	SNORA6
NR_002582	SNORA7A
NR_002992	SNORA7B
NR_002920	SNORA8
NR_002952	SNORA9
NR_145743	SNORA9B
NR_002327	SNORA10
NR_145719	SNORA10B
NR_002953	SNORA11
NR_003709	SNORA11B
NR_003710	SNORA11C
NR_003711	SNORA11D
NR_102368	SNORA11E
NR_145776	SNORA11F
NR_145717	SNORA11G
NR_002954	SNORA12
NR_002922	SNORA13
NR_002955	SNORA14A
NR_002956	SNORA14B
NR_002957	SNORA15
NR_145716	SNORA15B-1
NR_145713	SNORA15B-2
NR_003035	SNORA16A
NR_004389	SNORA16B
NR_002958	SNORA17A
NR_002975	SNORA17B
NR_002959	SNORA18
NR_002917	SNORA19
NR_002960	SNORA20
NR_145730	SNORA20B
NR_002576	SNORA21
NR_145761	SNORA21B
NR_002961	SNORA22
NR_145724	SNORA22B
NR_145729	SNORA22C
NR_002962	SNORA23
NR_002963	SNORA24
NR_145768	SNORA24B
NR_003028	SNORA25
NR_145801	SNORA25B
NR_003016	SNORA26
NR_002575	SNORA27
NR_002964	SNORA28
NR_002965	SNORA29
NR_002966	SNORA30
NR_145762	SNORA30B
NR_002967	SNORA31
NR_145726	SNORA31B
NR_003032	SNORA32
NR_002436	SNORA33
NR_002993	SNORA35
NR_145764	SNORA35B
NR_002969	SNORA36A
NR_002994	SNORA36B
NR_003705	SNORA36C
NR_002970	SNORA37
NR_002971	SNORA38
NR_003706	SNORA38B
NR_002973	SNORA40
NR_145723	SNORA40B
NR_145728	SNORA40C
NR_002590	SNORA41
NR_145777	SNORA41B
NR_002976	SNORA44
NR_002978	SNORA46
NR_003014	SNORA47
NR_002918	SNORA48
NR_145722	SNORA48B
NR_002979	SNORA49
NR_002980	SNORA50A
NR_145833	SNORA50B
NR_002995	SNORA50C
NR_145732	SNORA50D
NR_002981	SNORA51
NR_002585	SNORA52
NR_003015	SNORA53
NR_002982	SNORA54
NR_002983	SNORA55
NR_002984	SNORA56
NR_004390	SNORA57
NR_002985	SNORA58
NR_145714	SNORA58B
NR_003025	SNORA59A
NR_003022	SNORA59B
NR_002986	SNORA60
NR_002987	SNORA61
NR_002324	SNORA62
NR_002586	SNORA63
NR_145766	SNORA63B
NR_145725	SNORA63C
NR_145727	SNORA63D
NR_145763	SNORA63E
NR_002326	SNORA64
NR_002449	SNORA65
NR_002444	SNORA66
NR_002912	SNORA67
NR_000012	SNORA68
NR_145718	SNORA68B
NR_002584	SNORA69
NR_000011	SNORA70
NR_003707	SNORA70B
NR_003708	SNORA70C
NR_033337	SNORA70D
NR_033347	SNORA70E
NR_033309	SNORA70F
NR_033335	SNORA70G
NR_145769	SNORA70H
NR_145773	SNORA70I
NR_145720	SNORA70J
NR_002911	SNORA71A
NR_002910	SNORA71B
NR_003017	SNORA71C
NR_003018	SNORA71D
NR_002972	SNORA71E
NR_002581	SNORA72
NR_002907	SNORA73A
NR_004406	SNORA73B
NR_002915	SNORA74A
NR_002988	SNORA74B
NR_145721	SNORA74C-1
NR_145778	SNORA74C-2
NR_145749	SNORA74D
NR_002921	SNORA75
NR_145770	SNORA75B
NR_003019	SNORA77
NR_145765	SNORA77B
NR_003020	SNORA78
NR_003021	SNORA79
NR_145735	SNORA79B
NR_002996	SNORA80A
NR_028374	SNORA80B
NR_145731	SNORA80C
NR_145771	SNORA80D
NR_002974	SNORA80E
NR_002989	SNORA81
NR_003704	SNORA84
NR_132768	SNORA86
NR_132769	SNORA87
NR_132770	SNORA88
NR_132771	SNORA89
NR_132772	SNORA90
NR_132773	SNORA91
NR_132774	SNORA92
NR_132775	SNORA93
NR_132776	SNORA94
NR_132777	SNORA95
NR_132778	SNORA98
NR_132779	SNORA99
NR_132782	SNORA100
NR_135619	SNORA101A
NR_135620	SNORA101B
NR_132783	SNORA103
NR_132784	SNORA104
NR_132787	SNORA105A
NR_132788	SNORA105B
NR_132789	SNORA105C
NR_132852	SNORA107
NR_132963	SNORA108
NR_132964	SNORA109
NR_132966	SNORA110
NR_132967	SNORA111
NR_145789	SNORA112
NR_145803	SNORA113
NR_145797	SNORA114
NR_145792	SNORA115
NR_145798	SNORA116
NR_145798	SNORA117
NR_145784	SNORA118
NR_145807	SNORA119
NR_145989	SNORA120
NM_206895	SNORC
NR_004395	SNORD1A
NR_004396	SNORD1B
NR_004397	SNORD1C
NR_002587	SNORD2
	SNORD3@
NR_006880	SNORD3A
NR_003271	SNORD3B-1
NR_003924	SNORD3B-2
NR_006881	SNORD3C
NR_006882	SNORD3D
NR_145758	SNORD3E
NR_145737	SNORD3F
NR_145742	SNORD3G
NR_145760	SNORD3H
NR_145772	SNORD3I
NR_145740	SNORD3J
NR_145754	SNORD3K
NG_001185	SNORD3P1
	SNORD3P2
NG_001254	SNORD3P3
NG_001253	SNORD3P4
NR_000010	SNORD4A
NR_000009	SNORD4B
NR_003033	SNORD5
NR_003036	SNORD6
NR_003037	SNORD7
NR_002916	SNORD8
NR_003029.2	SNORD9
NR_002604.2	SNORD10
NR_003031	SNORD11
NR_003694	SNORD11B
NR_003030	SNORD12
NR_003695	SNORD12B
NR_002433	SNORD12C
NR_003041	SNORD13
NR_145987	SNORD13B-1
NR_145756	SNORD13B-2
NR_145745	SNORD13C
NR_145748	SNORD13D
NR_145750	SNORD13E
NR_145738	SNORD13F
NR_145733	SNORD13G
NR_145753	SNORD13H
NR_145747	SNORD13I
NR_145712	SNORD13J
	SNORD13P1
	SNORD13P2
	SNORD13P3
NR_000022	SNORD14A
NR_001452	SNORD14B
NR_001453	SNORD14C
NR_001454	SNORD14D
NR_001455	SNORD14E
NR_000005	SNORD15A
NR_000025	SNORD15B
NR_002440	SNORD16
NR_003045	SNORD17
NR_002441	SNORD18A
NR_002442	SNORD18B
NR_002443	SNORD18C
NR_003047	SNORD19
NR_003687	SNORD19B
NR_145744	SNORD19C
NR_002908	SNORD20
NR_000006	SNORD21
NR_000008	SNORD22
NR_003048	SNORD23
NR_002447	SNORD24
NR_002565	SNORD25
NR_002564	SNORD26
NR_002563	SNORD27
NR_002562	SNORD28
NR_145751	SNORD28B
NR_002559	SNORD29
NR_002561	SNORD30
NR_002560	SNORD31
NR_145739	SNORD31B
NR_000021	SNORD32A
NR_003049	SNORD32B
NR_000020	SNORD33
NR_000019	SNORD34
NR_000018	SNORD35A
NR_001285	SNORD35B
NR_002448	SNORD36A
NR_000017	SNORD36B
NR_000016	SNORD36C
NR_002602	SNORD37
NR_001456	SNORD38A
NR_001457	SNORD38B
NR_145715	SNORD38C
NR_145736	SNORD38D
	SNORD39
NR_002751	SNORD41
NR_000014	SNORD42A
NR_000013	SNORD42B
NR_002439	SNORD43
NR_002750	SNORD44
NR_002749	SNORD45A
NR_002748	SNORD45B
NR_003042	SNORD45C
NR_000024	SNORD46
NR_002746	SNORD47
NR_002745	SNORD48
NR_002744	SNORD49A
NR_003043	SNORD49B
NR_002743	SNORD50A
NR_003044	SNORD50B
NR_002589	SNORD51
NR_002742	SNORD52
NR_002741	SNORD53
NR_145755	SNORD53B
NR_002437	SNORD54
NR_000015	SNORD55
NR_002739	SNORD56
NR_001276	SNORD56B
NR_002738	SNORD57
NR_002571	SNORD58A
NR_002572	SNORD58B
NR_003701	SNORD58C
NR_002737	SNORD59A
NR_003046	SNORD59B
NR_002736	SNORD60
NR_002735	SNORD61
NR_002914	SNORD62A
NR_003050	SNORD62B
NR_002913	SNORD63
NR_145752	SNORD63B
NR_001294	SNORD64
NR_003054	SNORD65
NR_145746	SNORD65B
NR_145734	SNORD65C
NR_003055	SNORD66
NR_003056	SNORD67
NR_002450	SNORD68
NR_003057	SNORD69
NR_003058	SNORD70
NR_145774	SNORD70B
NR_003059	SNORD71
NR_002583	SNORD72
NR_000007	SNORD73A
NR_145963	SNORD73B
NR_002579	SNORD74
NR_145757	SNORD74B
NR_003941	SNORD75
NR_003942	SNORD76
NR_003943	SNORD77
NR_145741	SNORD77B
NR_003944	SNORD78
NR_003939	SNORD79
NR_003940	SNORD80
NR_003938	SNORD81
NR_004398	SNORD82
NR_000027	SNORD83A
NR_000028	SNORD83B
NR_003065	SNORD84
NR_004399	SNORD86
NR_002598	SNORD87
NR_003067	SNORD88A
NR_003068	SNORD88B
NR_003069	SNORD88C
NR_003070	SNORD89
NR_003071	SNORD90
NR_003072	SNORD91A
NR_003073	SNORD91B
NR_003074	SNORD92
NR_003075	SNORD93
NR_004378	SNORD94
NR_002591	SNORD95
NR_002592	SNORD96A
NR_004379	SNORD96B
NR_004403	SNORD97
NR_003076	SNORD98
NR_003077	SNORD99
NR_002435	SNORD100
NR_002434	SNORD101
NR_002574	SNORD102
NR_004054	SNORD103A
NR_033295	SNORD103B
NR_003066	SNORD103C
NR_004380	SNORD104
NR_004381	SNORD105
NR_003688	SNORD105B
NR_001293	SNORD107
NR_001292	SNORD108
NR_001295	SNORD109A
NR_001289	SNORD109B
NR_003078	SNORD110
NR_003079	SNORD111
NR_003696	SNORD111B
NR_003080	SNORD112
NR_003229.1	SNORD113-1
NR_003230.1	SNORD113-2
NR_003231.1	SNORD113-3
NR_003232.1	SNORD113-4
NR_003233.1	SNORD113-5
NR_003234.1	SNORD113-6
NR_003235.1	SNORD113-7
NR_003236.1	SNORD113-8
NR_003237.1	SNORD113-9
	SNORD113@
NR_003193.1	SNORD114-1
NR_003194.1	SNORD114-2
NR_003195.1	SNORD114-3
NR_003196.1	SNORD114-4
NR_003197.1	SNORD114-5
NR_003198.1	SNORD114-6
NR_003199.1	SNORD114-7
NR_003200.1	SNORD114-8
NR_003201.1	SNORD114-9
NR_003203.1	SNORD114-10
NR_003204.1	SNORD114-11
NR_003205.1	SNORD114-12
NR_003206.1	SNORD114-13
NR_003207.1	SNORD114-14
NR_003208.1	SNORD114-15
NR_003209.1	SNORD114-16
NR_003210.1	SNORD114-17
NR_003211.1	SNORD114-18
NR_003212.1	SNORD114-19
NR_003213.1	SNORD114-20
NR_003214.1	SNORD114-21
NR_003215.1	SNORD114-22
NR_003216.1	SNORD114-23
NR_003217.1	SNORD114-24
NR_003218.1	SNORD114-25
NR_003219.1	SNORD114-26
NR_003220.1	SNORD114-27
NR_003221.1	SNORD114-28
NR_003222.1	SNORD114-29
NR_003223.1	SNORD114-30
NR_003224.1	SNORD114-31
	SNORD114@
NR_001291	SNORD115-1
NR_003294.1	SNORD115-2
NR_003295.1	SNORD115-3
NR_003296.1	SNORD115-4
NR_003297.1	SNORD115-5
NR_003298.1	SNORD115-6
NR_003299.1	SNORD115-7
NR_003300.1	SNORD115-8
NR_003301.1	SNORD115-9
NR_003302.1	SNORD115-10
NR_003303.1	SNORD115-11
NR_003304.1	SNORD115-12
NR_003305.1	SNORD115-13
NR_003306.1	SNORD115-14
NR_003307.1	SNORD115-15
NR_003308.1	SNORD115-16
NR_003309.1	SNORD115-17
NR_003310.1	SNORD115-18
NR_003311.1	SNORD115-19
NR_003312.1	SNORD115-20
NR_003313.1	SNORD115-21
NR_003314.1	SNORD115-22
NR_003315.1	SNORD115-23
NR_003495	SNORD115-24
NR_003342.1	SNORD115-25
NR_003343.1	SNORD115-26
NR_003496	SNORD115-27
NR_003497	SNORD115-28
NR_003344.1	SNORD115-29
NR_003345.1	SNORD115-30
NR_003346.1	SNORD115-31
NR_003347.1	SNORD115-32
NR_003348.1	SNORD115-33
NR_003349.1	SNORD115-34
NR_003350.1	SNORD115-35
NR_003351.1	SNORD115-36
NR_003352.1	SNORD115-37
NR_003353.1	SNORD115-38
NR_003354.1	SNORD115-39
NR_003355.1	SNORD115-40
NR_003356.1	SNORD115-41
NR_003357.1	SNORD115-42
NR_003358.1	SNORD115-43
NR_003359.1	SNORD115-44
NR_003498	SNORD115-45
NR_047033	SNORD115-46
NR_003499	SNORD115-47
NR_003362.1	SNORD115-48
	SNORD115@
NR_003316	SNORD116-1
NR_003317	SNORD116-2
NR_003318	SNORD116-3
NR_003319	SNORD116-4
NR_003320	SNORD116-5
NR_003321	SNORD116-6
NR_003322	SNORD116-7
NR_003323	SNORD116-8
NR_003324	SNORD116-9
NR_003325	SNORD116-10
NR_003326	SNORD116-11
NR_003327	SNORD116-12
NR_003328	SNORD116-13
NR_003329	SNORD116-14
NR_003330	SNORD116-15
NR_003331	SNORD116-16
NR_003332	SNORD116-17
NR_003333	SNORD116-18
NR_001290	SNORD116-19
NR_003334	SNORD116-20
NR_003335	SNORD116-21
NR_003336	SNORD116-22
NR_003337	SNORD116-23
NR_003338	SNORD116-24
NR_003339	SNORD116-25
NR_003340	SNORD116-26
NR_003341	SNORD116-27
NR_003361	SNORD116-28
NR_003360	SNORD116-29
NR_047032	SNORD116-30
	SNORD116@
NR_003140	SNORD117
NR_033294	SNORD118
NR_003684	SNORD119
NR_003685	SNORD121A
NR_102370	SNORD121B
NR_003689	SNORD123
NR_102369	SNORD124
NR_003686	SNORD125
NR_003693	SNORD126
NR_003691	SNORD127
NR_132752	SNORD128
NR_132972	SNORD129
NR_132973	SNORD130
NR_132974	SNORD131
NR_132975	SNORD132
NR_132753	SNORD133
NR_132755	SNORD134
NR_132756	SNORD135
NR_132757	SNORD136
NR_132976	SNORD137
NR_145802	SNORD138
NR_000026	SNORD139
NR_132979	SNORD140
NR_132980	SNORD141A
NR_132981	SNORD141B
NR_132758	SNORD142
NR_132759	SNORD143
NR_132760	SNORD144
NR_145816	SNORD145
NR_145791	SNORD146
NR_145810	SNORD147
NR_145810	SNORD148
NR_145785	SNORD149
NR_145809	SNORD150
NR_145813	SNORD151
NR_145800	SNORD152
NR_145790	SNORD153
NR_145814	SNORD154
NR_145779	SNORD155
NR_145788	SNORD156
NR_145781	SNORD157
NR_145811	SNORD158
NR_145780	SNORD159
NR_145793	SNORD160
NR_145782	SNORD161
NR_145783	SNORD162
NR_145787	SNORD163
NR_145794	SNORD164
NR_145804	SNORD165
NR_145796	SNORD166
NR_145806	SNORD167
NR_145799	SNORD168
NR_145786	SNORD169
NR_145815	SNORD170
	SNORD171
NR_145812	SNORD172
NR_145795	SNORD173
	SNORD174
NR_145805	SNORD175
NM_014723	SNPH
NM_017719	SNRK
	SNRK-AS1
NM_024571	SNRNP25
NM_006857	SNRNP27
NM_007020	SNRNP35
NM_004814	SNRNP40
NG_005750	SNRNP40P1
NM_152551	SNRNP48
NM_003089	SNRNP70
NM_014014	SNRNP200
NM_004596	SNRPA
NM_003090	SNRPA1
	SNRPA1-DT
NG_001551	SNRPA1P1
NG_001550	SNRPA1P2
	SNRPB
	SNRPB1
NM_003092	SNRPB2
NG_025700	SNRPB2P1
	SNRPBL1
	SNRPBP1
NM_003093	SNRPC
NG_013309	SNRPCP1
NG_013307	SNRPCP2
NG_013315	SNRPCP3
NG_013310	SNRPCP4
	SNRPCP5
NG_013320	SNRPCP6
NG_013316	SNRPCP7
NG_013326	SNRPCP8
NG_013317	SNRPCP9
	SNRPCP10
NG_013313	SNRPCP11
NG_013318	SNRPCP12
	SNRPCP13
NG_013319	SNRPCP14
NG_013321	SNRPCP15
	SNRPCP16
	SNRPCP17
NG_013311	SNRPCP18
NG_013312	SNRPCP19
	SNRPCP20
NM_006938	SNRPD1
NM_004597	SNRPD2
NG_023172	SNRPD2P1
NR_033826	SNRPD2P2
NM_004175	SNRPD3
NM_003094	SNRPE
NG_008773	SNRPEP1
NG_006656	SNRPEP2
NG_008888	SNRPEP3
NG_023307	SNRPEP4
	SNRPEP5
	SNRPEP6
	SNRPEP7
	SNRPEP8
	SNRPEP9
	SNRPEP10
	SNRPEP11
NM_003095	SNRPF
NR_135014	SNRPF-DT
	SNRPFP1
	SNRPFP2
	SNRPFP3
	SNRPFP4
	SNRPG
	SNRPGP1
	SNRPGP2
	SNRPGP3
	SNRPGP4
	SNRPGP5
	SNRPGP6
	SNRPGP7
	SNRPGP8
	SNRPGP9
	SNRPGP10
	SNRPGP11
	SNRPGP12
	SNRPGP13
	SNRPGP14
	SNRPGP15
	SNRPGP16
	SNRPGP17
	SNRPGP18
	SNRPGP19
	SNRPGP20
NM_003097	SNRPN
	SNRPNL1
	SNRPNP1
	SNRPNP2
	SNT1
	SNT2B1
	SNT2B2
NM_003098	SNTA1
NM_021021	SNTB1
	SNTB1-AS1
	SNTB1-AS2
	SNTB2
	SNTG1
NM_018968	SNTG2
NR_136151	SNTG2-AS1
	SNTL
NM_001080537	SNTN
NM_001003796	SNU13
NM_005701	SNUPN
NM_005678	SNURF
	SNURFL
NM_012245	SNW1
NM_003099	SNX1
NM_003100	SNX2
	SNX2-AS1
	SNX2P1
	SNX2P2
	SNX3
	SNX3P1X
	SNX3P1Y
NM_003794	SNX4
	SNX5
	SNX5P1
	SNX5P2
	SNX6
	SNX6P1
	SNX7
	SNX7-DT
	SNX8
	SNX9
	SNX9-AS1
	SNX10
	SNX10-AS1
	SNX11
NM_013346	SNX12
NM_015132	SNX13
NM_153816	SNX14
	SNX15
NM_022133	SNX16
NM_014748	SNX17
	SNX18
NG_024792	SNX18P1Y
	SNX18P2
	SNX18P3
	SNX18P4
NG_023822	SNX18P5
	SNX18P6
	SNX18P7
	SNX18P8
	SNX18P9
NG_025018	SNX18P10
NG_025050	SNX18P11
	SNX18P12
	SNX18P13
	SNX18P14
	SNX18P15
	SNX18P16
NG_027137	SNX18P17
NG_026983	SNX18P18
NG_026984	SNX18P19
NG_027139	SNX18P20
NG_027138	SNX18P21
NG_027140	SNX18P22
	SNX18P23
	SNX18P24
NG_025209	SNX18P25
	SNX18P26
	SNX18P27
NM_014758	SNX19
	SNX19P1
NG_006945	SNX19P2
NG_006944	SNX19P3
	SNX19P4
NM_153337	SNX20
NM_033421	SNX21
NM_024798	SNX22
NM_014035	SNX24
NM_031953	SNX25
	SNX25P1
NM_030918	SNX27
	SNX29
	SNX29-AS1
	SNX29-AS2
	SNX29-AS3
NR_045011	SNX29P1
NR_002939	SNX29P2
	SNX30
	SNX30-DT
NM_152628	SNX31
NM_152760	SNX32
NM_153271	SNX33
	SNX33P1
	SOAT
NM_003101	SOAT1
	SOAT2
NM_018013	SOBP
	SOCAR
	SOCS1
	SOCS2
NR_038263	SOCS2-AS1
NG_002411	SOCS2P1
	SOCS2P2
	SOCS3
NR_110845	SOCS3-DT
	SOCS4
	SOCS5
	SOCS5P1
	SOCS5P2
	SOCS5P3
	SOCS5P4
	SOCS5P5
	SOCS6
NG_026718	SOCS6P1
NM_014598	SOCS7
NM_000454	SOD1
	SOD1-DT
	SOD1P1
	SOD1P2
	SOD1P3
NM_000636	SOD2
NR_037166	SOD2-OT1
	SOD2P1
	SOD3
NM_001012415	SOHLH1
NM_017826	SOHLH2
NM_138927	SON
NG_001549	SONP1
	SORBS1
NM_003603	SORBS2
	SORBS2-AS1
	SORBS2-AS2
NM_005775	SORBS3
NM_052918	SORCS1
NM_020777	SORCS2
NM_014978	SORCS3
	SORCS3-AS1
	SORD
	SORD-AS1
	SORD-AS2
	SORD2P
NM_003105	SORL1
	SORL1-AS1
NM_002959	SORT1
NM_005633	SOS1
	SOS1-IT1
	SOS2
NM_025237	SOST
NM_015464	SOSTDC1
NM_175873	SOWAHA
NM_001029870	SOWAHB
	SOWAHB-AS1
NM_023016	SOWAHC
	SOWAHCP1
	SOWAHCP2
	SOWAHCP3
	SOWAHCP4
	SOWAHCP5
NM_001105576	SOWAHD
NM_005986	SOX1
	SOX1-AS1
NR_120392	SOX1-OT
NM_003106	SOX2
NR_004053	SOX2-OT
	SOX3
NM_003107	SOX4
NM_006940	SOX5
NR_120472	SOX5-AS1
NG_002726	SOX5P1
NM_033326	SOX6
	SOX7
	SOX7-AS1
	SOX8
NM_000346	SOX9
NR_103738	SOX9-AS1
NM_006941	SOX10
NM_003108	SOX11
NM_006943	SOX12
NM_005686	SOX13
NM_004189	SOX14
NM_006942	SOX15
	SOX17
	SOX18
NM_007084	SOX21
NR_046514	SOX21-AS1
NM_007017	SOX30
	SOX30P1
	SP1
NM_003110	SP2
NR_103856	SP2-AS1
	SP2-DT
NM_003111	SP3
NG_004748	SP3P
NM_003112	SP4
NM_001003845	SP5
NM_199262	SP6
	SP7
	SP8
NM_001145250	SP9
NM_003113	SP100
NM_080424	SP110
NM_007237	SP140
NM_138402	SP140L
NM_017425	SPA17
NG_001328	SPA17P1
NM_001348107	SPAAR
	SPACA1
NM_173847	SPACA3
NM_133498	SPACA4
NM_205856	SPACA5
NM_001079900	SPACA5B
NM_001316972	SPACA6
	SPACA6-AS1
NM_145248	SPACA7
	SPACA7BP
NM_018956	SPACA9
NM_001004323	SPACDR
	SPACR
	SPADH
NM_172218	SPAG1
	SPAG2
NM_003116	SPAG4
NM_006461	SPAG5
NR_040012	SPAG5-AS1
	SPAG6
NM_004890	SPAG7
NM_012436	SPAG8
NM_003971	SPAG9
	SPAG10
NM_001081552	SPAG11A
NM_058202, NM_058200, NM_058201, NM_016512, NM_058203, NM_058206, NM_058207	SPAG11B
NM_024532	SPAG16
NR_144752	SPAG16-DT
NM_206996	SPAG17
	SPAM1
	SPANX
NM_013453	SPANXA1
	SPANXA2
NR_037183	SPANXA2-OT1
NM_032461	SPANXB1
	SPANXB2
NM_022661	SPANXC
	SPANXD
	SPANXE
	SPANXF1
	SPANXF2
NM_001009614	SPANXN1
NM_001009615	SPANXN2
NM_001009609	SPANXN3
NM_001009613	SPANXN4
NM_001009616	SPANXN5
	SPAR
NM_003118	SPARC
	SPARCL1
	SPARCL1-AS1
	SPART
NR_045180	SPART-AS1
NM_199436	SPAST
	SPAT
NM_022354	SPATA1
NM_006038	SPATA2
NM_152339	SPATA2L
	SPATA2P1
NM_139073	SPATA3
	SPATA3-AS1
NM_144644	SPATA4
NM_019073	SPATA6
NM_017985	SPATA6L
	SPATA7
NR_158223	SPATA8
	SPATA8-AS1
NM_031952	SPATA9
NM_181727	SPATA12
NM_153023	SPATA13
	SPATA13-AS1
NM_031955	SPATA16
NM_138796	SPATA17
	SPATA17-AS1
NM_145263	SPATA18
NM_174927	SPATA19
NM_022827	SPATA20
	SPATA20P1
NM_198546	SPATA21
NM_032598	SPATA22
NM_194296	SPATA24
	SPATA25
NM_001085452	SPATA31A1
	SPATA31A2
NM_001083124	SPATA31A3
	SPATA31A4
NM_001113541	SPATA31A5
NM_001145196	SPATA31A6
NM_015667	SPATA31A7
	SPATA31B1P
	SPATA31B2P
NM_001145124	SPATA31C1
NM_001166137	SPATA31C2
NM_001001670	SPATA31D1
NG_009643	SPATA31D2P
